objectid,format,filename,title,description,latitude,longitude,source,identifier,type,language,rights,rightsstatement,youtubeid,vimeoid,creator,date,subject,location
coll001,image/jpeg,IMG_3472.jpeg,Via Eliseo Raimondi,1,45.1394005,10.0158005,,,,,,,,,,,,
